project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00585,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-25,Widening of Rural Link Road connecting Village-25,Village-25,Block-7,12.95207,77.51537,4486714.0,4343631.16,3792428.4,2024-10-12,2024-10-22,2024-12-20,2025-07-14,Completed,Reliable Works Corporation,Rural Engineering Service (RES)
MPL-00586,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-17,Supply and installation of 25 Solar Street Lights in Village-17,Village-17,Block-3,22.8593,75.97698,772053.0,798082.3,665273.85,2024-10-19,2024-10-29,2024-11-20,2025-03-13,Completed,National Civil Projects,Minor Irrigation Division
MPL-00587,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-11,Construction of CC Road and Drainage Channel at Village-11,Village-11,Block-5,13.14042,77.44318,1770146.0,1783436.44,1585682.89,2023-03-10,2023-03-31,2023-05-20,,In Progress,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00588,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Solar Rooftop Power System installation for School at Village-1,Solar Rooftop Power System installation for School at Village-1,Village-1,Block-6,21.03776,79.08533,630200.0,617633.81,620031.34,2024-05-17,2024-06-15,2024-07-18,2025-01-07,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00589,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Installation of Public Shed and Seating Area at Village-12,Installation of Public Shed and Seating Area at Village-12,Village-12,Block-2,25.62163,85.07082,524308.0,500018.59,389298.79,2023-07-13,2023-08-09,2023-09-01,2023-12-25,Completed,Local Panchayat Works Unit,Municipal Corporation
MPL-00590,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Paver Block Road Construction in Village-42,Paver Block Road Construction in Village-42,Village-42,Block-6,26.92317,75.65847,919492.0,915452.46,904248.8,2024-10-26,2024-11-23,2025-01-04,2025-04-10,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00591,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Construction of Additional Classrooms at Govt High School Village-81,Construction of Additional Classrooms at Govt High School Village-81,Village-81,Block-2,21.03319,78.9712,2852102.0,2833171.78,2018640.67,2024-08-21,2024-09-10,2024-10-10,,In Progress,Reliable Works Corporation,Municipal Corporation
MPL-00592,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-70,Paver Block Road Construction in Village-70,Village-70,Block-9,22.26749,70.6837,653437.0,677539.37,501662.95,2022-12-23,2023-01-11,2023-02-01,2023-05-28,Completed,Shree Ganesh Construction Co,Rural Engineering Service (RES)
MPL-00593,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Installation of Public Shed and Seating Area at Village-90,Installation of Public Shed and Seating Area at Village-90,Village-90,Block-6,12.92889,77.5132,767240.0,772776.26,601975.75,2023-09-08,2023-10-05,2023-11-27,,In Progress,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00594,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Solar Rooftop Power System installation for School at Village-33,Solar Rooftop Power System installation for School at Village-33,Village-33,Block-4,22.68324,75.92833,635822.0,604634.77,543036.26,2023-05-11,2023-06-09,2023-08-05,,In Progress,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00595,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Construction of Additional Classrooms at Govt High School Village-113,Construction of Additional Classrooms at Govt High School Village-113,Village-113,Block-6,22.66116,75.96508,1942394.0,2000368.42,1652333.92,2023-09-28,2023-10-10,2023-11-21,2024-03-18,Completed,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00596,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Installation of Public Shed and Seating Area at Village-62,Installation of Public Shed and Seating Area at Village-62,Village-62,Block-3,22.3964,70.65541,895382.0,858996.68,781305.86,2023-03-03,2023-03-28,2023-04-30,2023-11-02,Completed,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00597,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-104,Installation of Solar LED High-Mast Lighting System at Village-104,Village-104,Block-1,13.1394,77.49107,407287.0,412023.2,396398.56,2022-12-10,2023-01-08,2023-03-09,2023-09-21,Completed,Reliable Works Corporation,Minor Irrigation Division
MPL-00598,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-135,Drilling of Deep Borewell and Overhead Tank Setup at Village-135,Village-135,Block-6,13.04132,77.53153,686001.0,663693.22,555739.89,2023-04-30,2023-05-17,2023-07-03,2023-09-14,Completed,Kisan Rural Developers,Public Works Department (PWD)
MPL-00599,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-124,Paver Block Road Construction in Village-124,Village-124,Block-8,22.43263,70.93994,807804.0,788800.47,566004.26,2024-09-09,2024-10-08,2024-11-28,2025-04-15,Completed,Reliable Works Corporation,Public Works Department (PWD)
MPL-00600,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-2,Development of Community Center and Boundary Wall in Village-2,Village-2,Block-4,13.03512,77.42046,1445430.0,1439699.43,1141174.49,2023-04-08,2023-04-20,2023-05-05,2023-08-20,Completed,Vanguard Infra Solutions,Municipal Corporation
MPL-00601,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Construction of Additional Classrooms at Govt High School Village-125,Construction of Additional Classrooms at Govt High School Village-125,Village-125,Block-2,21.10515,79.20586,1214492.0,1172668.59,1089387.22,2023-07-27,2023-08-20,2023-10-04,2024-02-17,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00602,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-91,Installation of RO Water Purification Plant at Village-91,Village-91,Block-3,12.92658,77.53616,955040.0,907842.9,921683.2,2023-07-07,2023-07-23,2023-08-14,,In Progress,Kisan Rural Developers,Public Works Department (PWD)
MPL-00603,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-108,Construction of CC Road and Drainage Channel at Village-108,Village-108,Block-2,13.06506,77.69487,2525649.0,2538308.48,2373973.74,2023-04-28,2023-05-11,2023-06-15,2023-11-24,Completed,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00604,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-89,Installation of RO Water Purification Plant at Village-89,Village-89,Block-5,25.46053,83.04513,1024288.0,974471.65,927319.99,2023-02-04,2023-02-23,2023-04-22,2023-10-08,Completed,Vanguard Infra Solutions,Municipal Corporation
MPL-00605,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-64,Development of Community Center and Boundary Wall in Village-64,Village-64,Block-8,13.21278,77.49201,1447614.0,1397308.79,1235353.18,2023-08-31,2023-09-13,2023-10-15,2024-02-19,Completed,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00606,Maharashtra,Nagpur,Nagpur,N. Gadkari,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-39,Drilling of Deep Borewell and Overhead Tank Setup at Village-39,Village-39,Block-7,21.0011,78.99809,690526.0,664317.86,566497.14,2023-09-12,2023-10-08,2023-11-04,2024-04-21,Completed,Apex Infrastructure Ltd,Municipal Corporation
MPL-00607,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-87,Installation of RO Water Purification Plant at Village-87,Village-87,Block-6,26.87147,75.9202,946772.0,944802.26,807557.8,2024-10-10,2024-10-21,2024-11-08,2025-03-16,Completed,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00608,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-14,Construction of Community Hall at Village Village-14,Village-14,Block-6,21.12507,79.01388,2385023.0,2443397.56,1821187.5,2024-04-09,2024-04-28,2024-05-30,2024-08-23,Completed,Surya Shakti Engineering,District Rural Development Agency (DRDA)
MPL-00609,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Installation of Public Shed and Seating Area at Village-4,Installation of Public Shed and Seating Area at Village-4,Village-4,Block-4,22.37678,70.82887,758068.0,761992.38,726678.13,2023-11-06,2023-12-06,2024-01-13,2024-06-13,Completed,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00610,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-99,Drilling of Deep Borewell and Overhead Tank Setup at Village-99,Village-99,Block-8,27.0529,75.90251,541468.0,562433.31,400223.7,2024-08-26,2024-09-08,2024-09-30,,In Progress,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00611,Gujarat,Rajkot,Rajkot,P. Rupala,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-78,Supply and installation of 25 Solar Street Lights in Village-78,Village-78,Block-6,22.21141,70.81735,880292.0,878020.72,817171.9,2024-06-09,2024-06-30,2024-07-24,,In Progress,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00612,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-18,Development of Community Center and Boundary Wall in Village-18,Village-18,Block-10,12.99674,77.70805,1306274.0,1295693.72,1279364.36,2024-05-19,2024-05-30,2024-06-15,,In Progress,Sai Urban Works Pvt Ltd,Public Works Department (PWD)
MPL-00613,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-137,Installation of Smart Classroom and Computer Lab in Village-137,Village-137,Block-3,25.56435,85.06905,1238430.0,1296826.73,928395.82,2024-05-08,2024-06-05,2024-07-14,2024-12-20,Completed,National Civil Projects,Public Works Department (PWD)
MPL-00614,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-132,Installation of Solar LED High-Mast Lighting System at Village-132,Village-132,Block-1,25.65658,85.15325,638782.0,639025.87,585235.3,2023-08-27,2023-09-23,2023-10-27,2024-03-10,Completed,National Civil Projects,Rural Engineering Service (RES)
MPL-00615,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-38,Construction of CC Road and Drainage Channel at Village-38,Village-38,Block-6,25.74096,85.05059,3475613.0,3608938.37,3399755.62,2023-09-04,2023-10-04,2023-10-22,2024-02-22,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00616,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-141,Construction of CC Road and Drainage Channel at Village-141,Village-141,Block-5,11.72319,75.98512,2053728.0,2099337.11,1689197.16,2024-09-03,2024-09-18,2024-10-21,2025-01-03,Completed,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00617,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-150,Installation of Public Shed and Seating Area at Village-150,Village-150,Block-6,26.9437,75.69915,455806.0,465952.34,413158.34,2024-10-13,2024-10-31,2024-12-01,2025-07-11,Completed,Surya Shakti Engineering,Rural Engineering Service (RES)
MPL-00618,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-40,Supply and installation of 25 Solar Street Lights in Village-40,Village-40,Block-10,25.59289,85.12542,733861.0,714173.21,673600.62,2023-12-19,2024-01-13,2024-02-06,2024-04-29,Completed,National Civil Projects,Rural Engineering Service (RES)
MPL-00619,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-80,Construction of CC Road and Drainage Channel at Village-80,Village-80,Block-9,21.01741,79.01178,1841665.0,1912615.7,1740833.4,2024-08-31,2024-09-14,2024-10-11,,In Progress,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00620,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-97,Installation of Solar LED High-Mast Lighting System at Village-97,Village-97,Block-1,25.39864,82.9042,601321.0,572500.64,570033.47,2024-10-08,2024-10-21,2024-11-07,,In Progress,Local Panchayat Works Unit,Public Works Department (PWD)
MPL-00621,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Construction of Community Hall at Village Village-36,Construction of Community Hall at Village Village-36,Village-36,Block-2,11.60854,76.14506,2007525.0,2059654.75,1942716.25,2023-06-07,2023-06-17,2023-07-21,2023-10-28,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00622,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-76,Installation of Public Shed and Seating Area at Village-76,Village-76,Block-4,25.2356,82.93951,453774.0,454297.76,431514.12,2023-05-04,2023-05-26,2023-06-10,2023-08-15,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00623,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Construction of Additional Classrooms at Govt High School Village-29,Construction of Additional Classrooms at Govt High School Village-29,Village-29,Block-10,22.26205,70.92961,1670857.0,1604312.82,1648726.03,2023-12-18,2024-01-01,2024-01-20,2024-04-19,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00624,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Solar Rooftop Power System installation for School at Village-86,Solar Rooftop Power System installation for School at Village-86,Village-86,Block-5,21.10032,78.96938,814369.0,788420.39,673950.09,2024-11-02,2024-11-14,2025-01-11,2025-05-24,Completed,Surya Shakti Engineering,District Rural Development Agency (DRDA)
MPL-00625,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-38,Drilling of Deep Borewell and Overhead Tank Setup at Village-38,Village-38,Block-6,25.29584,83.04191,785812.0,758134.14,655373.98,2024-04-20,2024-05-04,2024-05-23,,In Progress,National Civil Projects,Public Works Department (PWD)
MPL-00626,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-82,Installation of Smart Classroom and Computer Lab in Village-82,Village-82,Block-7,21.03727,79.22141,1218213.0,1208934.12,1106169.38,2024-02-01,2024-02-28,2024-04-21,2024-09-13,Completed,Bharat Engineers & Builders,Municipal Corporation
MPL-00627,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-137,Supply and installation of 25 Solar Street Lights in Village-137,Village-137,Block-4,13.14748,77.66119,781129.0,806234.81,636923.35,2024-07-27,2024-08-17,2024-10-16,2025-05-11,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00628,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-93,Installation of RO Water Purification Plant at Village-93,Village-93,Block-8,25.42223,83.08393,1085498.0,1082667.71,803352.98,2023-04-09,2023-04-23,2023-05-11,2023-10-10,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00629,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-58,Installation of RO Water Purification Plant at Village-58,Village-58,Block-2,22.85907,75.81921,558579.0,572375.64,410650.94,2023-05-02,2023-05-27,2023-07-05,2024-02-28,Completed,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00630,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-94,Construction of Community Hall at Village Village-94,Village-94,Block-8,21.05053,79.16127,1296280.0,1241705.74,937365.46,2024-07-13,2024-08-05,2024-09-15,,In Progress,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00631,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Solar Rooftop Power System installation for School at Village-4,Solar Rooftop Power System installation for School at Village-4,Village-4,Block-9,11.68639,75.98526,650349.0,625067.77,466950.74,2024-10-01,2024-10-19,2024-11-05,2025-02-17,Completed,Vanguard Infra Solutions,Municipal Corporation
MPL-00632,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-41,Construction of Public Toilets and Sanitation Block in Village-41,Village-41,Block-2,26.82807,75.69241,885031.0,926903.79,757985.08,2023-04-15,2023-05-09,2023-06-06,2023-08-19,Completed,Reliable Works Corporation,Minor Irrigation Division
MPL-00633,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-104,Widening of Rural Link Road connecting Village-104,Village-104,Block-1,12.94702,77.44114,3595807.0,3475284.31,3383660.78,2024-10-07,2024-10-24,2024-12-05,,In Progress,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00634,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-28,Drilling of Deep Borewell and Overhead Tank Setup at Village-28,Village-28,Block-10,27.04116,75.7094,518492.0,503554.76,364651.85,2023-11-02,2023-11-13,2023-12-10,2024-07-20,Completed,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00635,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Construction of Community Hall at Village Village-81,Construction of Community Hall at Village Village-81,Village-81,Block-2,12.97297,77.64335,1195477.0,1248497.5,839874.74,2023-12-12,2024-01-01,2024-02-03,2024-08-09,Completed,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00636,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-129,Installation of Solar LED High-Mast Lighting System at Village-129,Village-129,Block-2,22.65664,75.75316,478741.0,455937.86,449452.0,2024-04-16,2024-05-03,2024-06-24,2024-09-01,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00637,Bihar,Patna,Patna Sahib,R. S. Prasad,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-42,Drilling of Deep Borewell and Overhead Tank Setup at Village-42,Village-42,Block-10,25.57834,85.02696,975986.0,977576.94,896556.54,2024-10-06,2024-10-29,2024-12-16,2025-05-12,Completed,Sai Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPL-00638,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-54,Construction of Additional Classrooms at Govt High School Village-54,Village-54,Block-2,25.40902,82.86669,2480074.0,2506580.3,2448836.71,2024-07-09,2024-08-03,2024-09-27,2024-12-20,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00639,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-44,Installation of Smart Classroom and Computer Lab in Village-44,Village-44,Block-5,22.20766,70.88378,1009967.0,975776.84,791849.68,2023-12-15,2024-01-08,2024-02-14,,In Progress,Sai Urban Works Pvt Ltd,Municipal Corporation
MPL-00640,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-125,Installation of Public Shed and Seating Area at Village-125,Village-125,Block-6,21.12805,79.09194,420757.0,415012.49,330709.75,2024-02-11,2024-02-23,2024-04-17,2024-07-19,Completed,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00641,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-68,Supply and installation of 25 Solar Street Lights in Village-68,Village-68,Block-3,22.80678,75.91762,960014.0,996066.03,868588.68,2024-09-14,2024-09-27,2024-11-22,,In Progress,Reliable Works Corporation,Public Works Department (PWD)
MPL-00642,Rajasthan,Jaipur,Jaipur,M. Joshi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-146,Construction of Additional Classrooms at Govt High School Village-146,Village-146,Block-2,26.90216,75.83005,2037351.0,2109438.43,1562475.83,2024-04-03,2024-04-18,2024-06-14,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00643,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-52,Installation of Smart Classroom and Computer Lab in Village-52,Village-52,Block-9,22.37629,70.6865,1121024.0,1101823.17,891421.98,2024-08-27,2024-09-10,2024-10-26,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00644,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-55,Drilling of Deep Borewell and Overhead Tank Setup at Village-55,Village-55,Block-4,13.15137,77.71137,785740.0,791099.26,782866.72,2024-01-15,2024-01-25,2024-02-12,2024-07-13,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00645,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Paver Block Road Construction in Village-46,Paver Block Road Construction in Village-46,Village-46,Block-1,22.83099,75.86513,587651.0,566597.69,459643.92,2023-03-13,2023-03-25,2023-04-28,2023-10-20,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00646,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Paver Block Road Construction in Village-43,Paver Block Road Construction in Village-43,Village-43,Block-1,22.85928,75.83874,708252.0,697576.96,584825.15,2024-04-04,2024-05-01,2024-06-19,2024-09-28,Completed,Local Panchayat Works Unit,Municipal Corporation
MPL-00647,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Installation of Public Shed and Seating Area at Village-149,Installation of Public Shed and Seating Area at Village-149,Village-149,Block-7,25.5817,85.03185,723230.0,697527.65,650342.07,2023-11-03,2023-11-21,2023-12-06,,In Progress,Kisan Rural Developers,Public Works Department (PWD)
MPL-00648,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-116,Construction of Additional Classrooms at Govt High School Village-116,Village-116,Block-4,25.39992,83.00418,2539904.0,2659141.7,1852183.89,2023-07-27,2023-08-12,2023-09-08,2024-03-25,Completed,Bharat Engineers & Builders,District Rural Development Agency (DRDA)
MPL-00649,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Paver Block Road Construction in Village-5,Paver Block Road Construction in Village-5,Village-5,Block-9,25.29182,82.92942,816611.0,849002.28,694630.19,2023-04-18,2023-05-08,2023-07-06,2023-12-29,Completed,Reliable Works Corporation,Municipal Corporation
MPL-00650,Gujarat,Rajkot,Rajkot,P. Rupala,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-110,Construction of Public Toilets and Sanitation Block in Village-110,Village-110,Block-2,22.36047,70.78345,991246.0,959218.36,870777.44,2024-06-27,2024-07-09,2024-08-20,2025-04-05,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00651,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Installation of Public Shed and Seating Area at Village-5,Installation of Public Shed and Seating Area at Village-5,Village-5,Block-7,22.28713,70.82657,723097.0,754370.71,528658.09,2024-09-14,2024-09-30,2024-11-18,,In Progress,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00652,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Solar Rooftop Power System installation for School at Village-98,Solar Rooftop Power System installation for School at Village-98,Village-98,Block-6,25.56798,85.23373,560031.0,542981.43,470914.54,2023-04-21,2023-05-08,2023-06-14,2023-12-09,Completed,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00653,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-68,Widening of Rural Link Road connecting Village-68,Village-68,Block-3,27.03246,75.76167,3289315.0,3400653.11,3087158.51,2024-02-08,2024-02-29,2024-04-27,,In Progress,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00654,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-147,Construction of CC Road and Drainage Channel at Village-147,Village-147,Block-3,11.7758,76.15536,2401816.0,2339808.58,2382714.59,2023-06-25,2023-07-17,2023-09-09,2023-11-21,Completed,National Civil Projects,Municipal Corporation
MPL-00655,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-112,Installation of Solar LED High-Mast Lighting System at Village-112,Village-112,Block-3,11.78831,76.1702,521094.0,500228.25,490011.57,2024-05-11,2024-05-31,2024-06-22,2024-11-29,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00656,Bihar,Patna,Patna Sahib,R. S. Prasad,Community Infrastructure,Construction of Community Hall at Village Village-7,Construction of Community Hall at Village Village-7,Village-7,Block-3,25.72028,85.01123,1917338.0,1823683.35,1785060.22,2023-05-13,2023-06-06,2023-06-22,2024-01-07,Completed,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00657,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-57,Installation of RO Water Purification Plant at Village-57,Village-57,Block-2,11.56029,76.02513,811345.0,786503.96,772511.63,2024-01-10,2024-01-23,2024-02-23,2024-07-02,Completed,Apex Infrastructure Ltd,Minor Irrigation Division
MPL-00658,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-28,Installation of Solar LED High-Mast Lighting System at Village-28,Village-28,Block-1,13.18832,77.48019,474362.0,464042.87,459363.36,2023-03-14,2023-04-06,2023-04-25,2023-09-24,Completed,Shree Ganesh Construction Co,Municipal Corporation
MPL-00659,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Solar Rooftop Power System installation for School at Village-20,Solar Rooftop Power System installation for School at Village-20,Village-20,Block-10,22.20784,70.65524,610255.0,621687.3,495878.76,2023-11-07,2023-11-18,2024-01-12,2024-04-22,Completed,National Civil Projects,Minor Irrigation Division
MPL-00660,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-124,Paver Block Road Construction in Village-124,Village-124,Block-3,22.33573,70.81299,1143830.0,1155267.48,802401.74,2024-06-02,2024-06-18,2024-07-19,2024-11-05,Completed,Reliable Works Corporation,Minor Irrigation Division
MPL-00661,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Construction of Community Hall at Village Village-8,Construction of Community Hall at Village Village-8,Village-8,Block-8,11.59517,76.00959,1686900.0,1625929.53,1223057.88,2023-04-15,2023-05-10,2023-06-11,,In Progress,Reliable Works Corporation,District Rural Development Agency (DRDA)
