evidence_id,project_id,evidence_type,title,file_name,mime_type,file_size_bytes,sha256_hash,phash,capture_timestamp,gps_latitude,gps_longitude,gps_distance_to_project_m,device_make,device_model,source
EV-DEMO-01112,MPLADS-DEMO-000556,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-65,MPLADS-DEMO-000556_verification_stage.jpg,image/jpeg,314665,74d9889f35cad9dfbdb9ddac667a1a0f6f71228ec609da8f7243d70bc47fc7d6,1290fd51480c1ad3,2024-09-07 15:42:10,23.222026,77.353119,34.5,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01113,MPLADS-DEMO-000557,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-30,MPLADS-DEMO-000557_progress_stage.jpg,image/jpeg,376437,89a75b29955cc51e292e6e5b14b0c11602f2c6a457d8d3e10bdcf6fe3bd4ad24,0f8f0f4b071ce204,2023-12-29 11:24:15,23.049611,72.524049,12.4,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01114,MPLADS-DEMO-000557,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-30,MPLADS-DEMO-000557_verification_stage.jpg,image/jpeg,301488,e72c2df31b216d89f3df27c106f37e78737551cae51f00ca91072526a2c5e9f2,40adfe8e879ac562,2024-04-11 15:42:10,23.049739,72.523947,20.9,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01115,MPLADS-DEMO-000558,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-156,MPLADS-DEMO-000558_progress_stage.jpg,image/jpeg,332852,cddc484806e83ec79dc234ade8b31f6e22b32e5281fa80381a060d4ee7b3f7b9,50e9d36945025cbc,2024-02-21 11:24:15,19.94552,73.762992,7.2,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01116,MPLADS-DEMO-000558,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-156,MPLADS-DEMO-000558_verification_stage.jpg,image/jpeg,300842,38d742a56a00ead942d40d92a7ee06f0edfe177d35ce113e3e93b01fd0195cdf,92ece461ce3693cc,2024-06-09 15:42:10,19.945829,73.762993,29.5,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01117,MPLADS-DEMO-000559,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-173,MPLADS-DEMO-000559_progress_stage.jpg,image/jpeg,280590,905326d127f578d2e56ed0594ed263188bf4d23406819cb842486b00913ff4eb,895ecd35758642cd,2024-02-18 11:24:15,25.321738,82.966261,12.7,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01118,MPLADS-DEMO-000559,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-173,MPLADS-DEMO-000559_verification_stage.jpg,image/jpeg,244301,62d75227eb9a062b6288e11a4a19dfd14649aa08c7fa200e95a11b7d20d6e2b7,e5c6ef5f3ad16722,2024-03-19 15:42:10,25.32184,82.966124,24.9,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01119,MPLADS-DEMO-000560,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-197,MPLADS-DEMO-000560_progress_stage.jpg,image/jpeg,357420,504e32333f145dfcd93b8f5ab4b0b5a7060cfc8ac48fcc4b7a2ccf9fddbe42fa,8ee22a170e825a62,2023-04-02 11:24:15,22.265239,70.769538,17.8,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01120,MPLADS-DEMO-000560,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-197,MPLADS-DEMO-000560_verification_stage.jpg,image/jpeg,370192,b06ae57ef95f32407244b42738e37955ae411fa7dd3c65dfeb240a452d237126,b421371698bbbde0,2023-04-25 15:42:10,22.265327,70.769837,28.8,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01121,MPLADS-DEMO-000561,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-43,MPLADS-DEMO-000561_progress_stage.jpg,image/jpeg,257085,79d7c0c049a5e1f6c757e0d0f18da1abb095de0af79e6ddd47fed8d518eb1c17,95e41c649d67a567,2023-12-26 11:24:15,18.701682,78.034965,16.5,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01122,MPLADS-DEMO-000561,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-43,MPLADS-DEMO-000561_verification_stage.jpg,image/jpeg,478638,d81564874383d476f9be31dea57147d50d73927fe38fd7c477462af7de6623dd,df1ed7bb76d27719,2024-02-02 15:42:10,18.701548,78.034926,13.6,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01123,MPLADS-DEMO-000562,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-92,MPLADS-DEMO-000562_progress_stage.jpg,image/jpeg,391275,e3ad07c51788e57455017bc342206d12161e0d213e41adabf70fbe1101004c2b,4d995e6047b80d9f,2023-10-31 11:24:15,26.823646,80.883026,15.9,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01124,MPLADS-DEMO-000562,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-92,MPLADS-DEMO-000562_verification_stage.jpg,image/jpeg,330624,7f05e76e782ed61ee1817767c2f03dab7ea1ab634458a4f8c3049f919ac26ef3,08b23e2ce93efff5,2024-01-20 15:42:10,26.823843,80.883172,11.9,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01125,MPLADS-DEMO-000563,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-56,MPLADS-DEMO-000563_progress_stage.jpg,image/jpeg,373351,647ddcae863cd068428057bb44ca8f5fe6934ecf02002ba5d32fd2a4f4d6d9c8,c16f366526bd6335,2023-12-10 11:24:15,24.573726,73.747229,14.0,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01126,MPLADS-DEMO-000563,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-56,MPLADS-DEMO-000563_verification_stage.jpg,image/jpeg,343379,113b837d0184144cecfa67da17e5b04adc96a0a7284e1c35c438e00b0058132e,10696c0b44413cc8,2024-03-25 15:42:10,24.573772,73.747523,25.7,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01127,MPLADS-DEMO-000564,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-35,MPLADS-DEMO-000564_progress_stage.jpg,image/jpeg,274888,9c48a55271d2dd8403fa54807323d2988e42824a4f407178679664f49a360f74,27f8faa57f79072b,2024-02-21 11:24:15,22.697769,75.875406,11.3,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01128,MPLADS-DEMO-000564,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-35,MPLADS-DEMO-000564_verification_stage.jpg,image/jpeg,302586,c9a637dd13ad626f51786e430a5d7a38eb828eb312d0e4b27abd69c21a701021,84f96377132ba0d0,2024-07-26 15:42:10,22.697639,75.875167,19.4,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01129,MPLADS-DEMO-000565,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-129,MPLADS-DEMO-000565_progress_stage.jpg,image/jpeg,270053,1c54624c44f725d653a29db409f165df5fe8661378c78e287b5c1694d4133a9e,b89e3d95e2563940,2023-06-14 11:24:15,11.675849,78.209512,19.9,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01130,MPLADS-DEMO-000565,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-129,MPLADS-DEMO-000565_verification_stage.jpg,image/jpeg,221381,518cc141cbd7f508f459cb0d21d454bf48a2a0d685e3cd6ce6046dc3bf2b7713,5e6996ce8add1e25,2023-07-02 15:42:10,11.675641,78.209313,19.6,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01131,MPLADS-DEMO-000566,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-128,MPLADS-DEMO-000566_progress_stage.jpg,image/jpeg,326654,0ee030a766b24757369fa5ce93b85292d2433bfc1ffc1ca75155f44e5479f7f0,00e10c93f2195ec3,2024-04-09 11:24:15,22.995925,72.526221,18.4,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01132,MPLADS-DEMO-000566,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-128,MPLADS-DEMO-000566_verification_stage.jpg,image/jpeg,405673,6edf42c3346fa6fcbce85d7996a3d22f11248a412fc25d353e2f602deb42a157,c244ec708a57cc65,2024-08-01 15:42:10,22.996302,72.526131,26.9,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01133,MPLADS-DEMO-000567,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-134,MPLADS-DEMO-000567_progress_stage.jpg,image/jpeg,401125,ff70b03d0155402cb1960fa26756f1052ffffa43b83fdb443ceb074b67b498c7,73c4027f684eeabf,2024-05-29 11:24:15,18.710583,78.083204,24.5,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01134,MPLADS-DEMO-000567,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-134,MPLADS-DEMO-000567_verification_stage.jpg,image/jpeg,433829,d606db7499429bdcc558c41d2cebc2af1a4b3679446d034ce2f5995c4c91b2d4,0beb3c96feb5bfd5,2024-09-24 15:42:10,18.71065,78.082885,29.1,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01135,MPLADS-DEMO-000568,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-176,MPLADS-DEMO-000568_progress_stage.jpg,image/jpeg,337532,5101818674919062a989fd6140e3afacccdc0bd9d45565f247bae2cbdab3dcfc,751845d18b638697,2024-01-28 11:24:15,19.405429,84.953802,15.5,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01136,MPLADS-DEMO-000568,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-176,MPLADS-DEMO-000568_verification_stage.jpg,image/jpeg,382038,a0bfb1ef5580042d269e7beb8bac531dd4383b9f902cf900a2910b19fc4c4756,0b9400d308732cb2,2024-03-08 15:42:10,19.40572,84.9539,22.8,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01137,MPLADS-DEMO-000569,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-33,MPLADS-DEMO-000569_progress_stage.jpg,image/jpeg,317110,83aecef167b0d3086085024f7ad9d5a3066eb168a39ef59f61e67b15799a2c49,93836e646628a325,2023-11-20 11:24:15,11.611212,78.158163,13.3,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01138,MPLADS-DEMO-000569,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-33,MPLADS-DEMO-000569_verification_stage.jpg,image/jpeg,388374,d9186442357d525db8b70e7254d320e7668d82d18ff4c52bb763eeb24edc378b,c5fa971249ea5f92,2024-01-23 15:42:10,11.610932,78.158199,37.2,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01139,MPLADS-DEMO-000570,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-46,MPLADS-DEMO-000570_progress_stage.jpg,image/jpeg,235644,d482002b821d76d3d8691bbdb038cbb5e51d463c856d84c9025ad204a9b9976c,1d26a85be52da9ac,2024-06-06 11:24:15,25.331381,82.948483,18.2,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01140,MPLADS-DEMO-000570,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-46,MPLADS-DEMO-000570_verification_stage.jpg,image/jpeg,420745,699b4609fcf53bad47d548a93cc57dc9628d4a6675022ac5f058358cb5eab378,5cdad549f0a99050,2024-08-27 15:42:10,25.331653,82.948447,35.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01141,MPLADS-DEMO-000571,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-109,MPLADS-DEMO-000571_progress_stage.jpg,image/jpeg,297957,5be9bfb7a29dffd300c959581406c0185f63ac48c961908110c7a3cf94e60355,2407480d672abab6,2023-04-12 11:24:15,19.998195,73.820314,2.9,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01142,MPLADS-DEMO-000571,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-109,MPLADS-DEMO-000571_verification_stage.jpg,image/jpeg,449591,135d74999224bc3df5dead8751ad38a32500d73e34db1f01fad2463f193c117b,e78eb85d1124d5de,2023-07-27 15:42:10,19.998211,73.820389,5.6,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01143,MPLADS-DEMO-000572,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-45,MPLADS-DEMO-000572_progress_stage.jpg,image/jpeg,403701,5b7f156d3b514a2e77080c8ecf99d9e5b0288da49bc6ff5235b42ed41724c3b1,a521b4d2aa8c82eb,2023-11-16 11:24:15,18.488928,73.851958,9.1,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01144,MPLADS-DEMO-000572,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-45,MPLADS-DEMO-000572_verification_stage.jpg,image/jpeg,437137,bcf9b76760e52243297236ac7150ffdeb271d52d92e802d42225b8f133da811c,dce31b1782ada391,2024-04-02 15:42:10,18.488933,73.852198,25.3,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01145,MPLADS-DEMO-000573,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-4,MPLADS-DEMO-000573_progress_stage.jpg,image/jpeg,295425,2502871f8835c895b8d48a7243820295f9c57502e3891046662ee915e9d8f556,9740d4d432007302,2024-07-06 11:24:15,18.567249,73.886552,21.1,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01146,MPLADS-DEMO-000573,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-4,MPLADS-DEMO-000573_verification_stage.jpg,image/jpeg,322665,b39b6e53581d9d4766236e0fa3ddabacb84dc167c019985d0f46c1f90f083150,71d4064ab720754a,2024-09-06 15:42:10,18.567163,73.886926,40.5,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01147,MPLADS-DEMO-000574,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-10,MPLADS-DEMO-000574_progress_stage.jpg,image/jpeg,297448,81934bcda50ee565e107b01dcf2ef74074fb7d964bd44e5ad7e006f598f24497,25ee29fae24fa16d,2023-07-31 11:24:15,11.080939,76.907162,23.6,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01148,MPLADS-DEMO-000574,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-10,MPLADS-DEMO-000574_verification_stage.jpg,image/jpeg,397955,3b452f766f8d4e468f3edee01fd5d8059ef74745fb0b4207eb44c37e1ee797e0,5a35696f700de617,2023-09-21 15:42:10,11.080723,76.90697,11.0,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01149,MPLADS-DEMO-000575,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-189,MPLADS-DEMO-000575_progress_stage.jpg,image/jpeg,268789,9fee2d6305590e437cec333a9d0312589fa69231f26538174a22b9056c761f43,3afc2bdb9223f753,2024-03-12 11:24:15,11.631474,78.142904,24.0,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01150,MPLADS-DEMO-000575,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-189,MPLADS-DEMO-000575_verification_stage.jpg,image/jpeg,220487,217215d3de26d211d98d83fe3a0f3f435d08d71946170ec552a6f05d54acca86,6b7140e52342b95f,2024-04-18 15:42:10,11.631409,78.143107,2.9,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01151,MPLADS-DEMO-000576,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-42,MPLADS-DEMO-000576_progress_stage.jpg,image/jpeg,248356,93194a693a297ab75640ba6b16a47bdb0c1376c8e9625b24e7ec0bbbed2f0896,9bb3db5b239b1442,2024-02-20 11:24:15,9.861758,78.155091,8.8,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01152,MPLADS-DEMO-000576,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-42,MPLADS-DEMO-000576_verification_stage.jpg,image/jpeg,317169,cab98b0b92cf7ee567cee5c9c0f987e1b73542d5cf4f77476207860450521410,9338b16b901f8089,2024-06-20 15:42:10,9.862036,78.155136,28.5,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01153,MPLADS-DEMO-000577,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-129,MPLADS-DEMO-000577_progress_stage.jpg,image/jpeg,340090,650461f4ece6e51b30965d8b031fd421510be6eaba9198d57df43e2aa9af6e14,6aebffcf105e16f3,2024-04-22 11:24:15,26.821282,83.393989,22.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01154,MPLADS-DEMO-000577,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-129,MPLADS-DEMO-000577_verification_stage.jpg,image/jpeg,381791,aab0d202e820e3efd3e3328b4ce318a4f1d88008e7efc26b8fed9980c6847ef4,ec8223dcf8c36414,2024-07-23 15:42:10,26.821689,83.393848,32.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-01155,MPLADS-DEMO-000578,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-179,MPLADS-DEMO-000578_progress_stage.jpg,image/jpeg,349269,3befef2814584cc5e9696f2965df1331d94f65f1b15733a2bf7716fb253448eb,ce843870304dfa4b,2024-03-18 11:24:15,11.233783,75.843877,19.5,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01156,MPLADS-DEMO-000578,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-179,MPLADS-DEMO-000578_verification_stage.jpg,image/jpeg,330232,5dc9e09b07864a001a5211311c645795c71173e301b50fa1a060e558af7420b8,1bd2f3789baa7c0c,2024-06-06 15:42:10,11.234022,75.843658,19.7,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01157,MPLADS-DEMO-000579,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-48,MPLADS-DEMO-000579_progress_stage.jpg,image/jpeg,366628,be2546539821ce08a857f7e50b2cb50abf7f3a91cfd4a6744e30b6d14173dcf8,c6454856928c0521,2024-01-03 11:24:15,20.02395,73.750397,17.4,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01158,MPLADS-DEMO-000579,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-48,MPLADS-DEMO-000579_verification_stage.jpg,image/jpeg,437873,4de47b6350293c43afd766850c4bab4c97055ef9e12fb3d3046fd771fb18090e,4827cab4c1d8848b,2024-05-11 15:42:10,20.024267,73.750784,36.8,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01159,MPLADS-DEMO-000580,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-67,MPLADS-DEMO-000580_progress_stage.jpg,image/jpeg,223992,5864e586a7f57f73e844bea8322b60d28bffd013a4ea0f66057387cb837290dd,66e08223303d3936,2024-06-11 11:24:15,18.735416,78.142425,14.9,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01160,MPLADS-DEMO-000580,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-67,MPLADS-DEMO-000580_verification_stage.jpg,image/jpeg,227454,1227ebd02c9f7292a6e348b0670f93f17efc0a65a74e9986fddb61741b127005,d5688e2971a43cb3,2024-08-17 15:42:10,18.735464,78.142185,31.1,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01161,MPLADS-DEMO-000581,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-150,MPLADS-DEMO-000581_progress_stage.jpg,image/jpeg,405251,e4ac44d43e2e0fb0346c94ab3187594341e2f4ce97c484995b145d7518e904c8,f66eb65ff696812e,2024-03-24 11:24:15,21.135543,72.82932,24.9,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01162,MPLADS-DEMO-000581,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-150,MPLADS-DEMO-000581_verification_stage.jpg,image/jpeg,467164,9cce9768e0afaa4f009ede4ce54f2073c3b89ac3a912b35d7f7f0672dddd0f8c,e7e888fe78ef89dd,2024-05-27 15:42:10,21.135744,72.829398,23.3,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01163,MPLADS-DEMO-000582,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-195,MPLADS-DEMO-000582_progress_stage.jpg,image/jpeg,258867,05ce6884d2ad42ed4cfede45e8f226ab318d682b459e783fe290fe7a6c73a6c0,2ca19e680ff06ba1,2023-09-22 11:24:15,22.689261,75.85602,19.1,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01164,MPLADS-DEMO-000582,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-195,MPLADS-DEMO-000582_verification_stage.jpg,image/jpeg,425625,d22e4fad5b0fd76cc1a8bf6bbb30dcf8ef0e80d7806ffd15c17961709c2a6091,38f1f0142a9f16df,2024-01-09 15:42:10,22.689455,75.855613,42.2,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01165,MPLADS-DEMO-000583,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-92,MPLADS-DEMO-000583_progress_stage.jpg,image/jpeg,378899,e73ec31b8f4036bcb8510e46ed8896f7ffe7b2708013207887d9b7170d549cd0,f06428a8d1445083,2024-03-31 11:24:15,22.768159,75.897544,7.2,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01166,MPLADS-DEMO-000583,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-92,MPLADS-DEMO-000583_verification_stage.jpg,image/jpeg,237142,e0dda9d63b87864bd05d46013e0ab73df4281889d1e3e16eef0c766a4f7a3fb5,0e46fe5aa7600419,2024-07-26 15:42:10,22.768044,75.897551,7.2,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01167,MPLADS-DEMO-000584,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-95,MPLADS-DEMO-000584_progress_stage.jpg,image/jpeg,237864,0b37cc52096ad6d0b5f624863c2e9063815e361a6f9c95f70578cc09bf95907b,fff3fdedcfcd89e6,2023-03-30 11:24:15,17.962527,79.618309,13.6,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01168,MPLADS-DEMO-000584,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-95,MPLADS-DEMO-000584_verification_stage.jpg,image/jpeg,251663,7e4d48f11194d8ed848ffe7d2cc69d73a673902c2af5e2abf1754a5cd4d50fbb,f8b2b97a9baada6b,2023-05-02 15:42:10,17.962781,79.618055,30.2,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-01169,MPLADS-DEMO-000585,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-156,MPLADS-DEMO-000585_progress_stage.jpg,image/jpeg,267415,ad5c35da28613b3cb9f5e396389d5507eb067bcd7ab7d9d39d2b1ca91a192161,04728f08d930ab35,2024-08-06 11:24:15,11.68341,76.163048,5.8,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01170,MPLADS-DEMO-000585,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-156,MPLADS-DEMO-000585_verification_stage.jpg,image/jpeg,319259,b7fde567f69858c339bf0bef38b256dd23c129fcbbdddb8c07402f409799f6ce,2b1a4f230bb47836,2024-09-12 15:42:10,11.68367,76.163163,32.0,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01171,MPLADS-DEMO-000586,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-134,MPLADS-DEMO-000586_progress_stage.jpg,image/jpeg,276697,91e2fe60b6e64c6a1deaef576da8f147980ae8c11f16f53c77c425b9688c5a0f,657e8bbdb9521c01,2023-05-05 11:24:15,25.366567,83.010933,6.3,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01172,MPLADS-DEMO-000586,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-134,MPLADS-DEMO-000586_verification_stage.jpg,image/jpeg,466757,6cbe1b6b8090a9c6496695fac6e74052d2fdad67e40d729f2cc3050420daf4f4,c06634338c08f503,2023-06-29 15:42:10,25.366754,83.011174,36.4,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-01173,MPLADS-DEMO-000587,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-63,MPLADS-DEMO-000587_progress_stage.jpg,image/jpeg,192785,bbaff6035bdea8cd7d3b9a4530eba0a3e6c611a8515dddc637c37ad7c14f6021,db4931c36acd5cbf,2023-03-31 11:24:15,21.108323,79.121227,10.8,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01174,MPLADS-DEMO-000587,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-63,MPLADS-DEMO-000587_verification_stage.jpg,image/jpeg,237056,7551390c767b6a4b2e7f64596270785ee9573787dcc9d35a767a452ba29e33ed,6988998b384b0017,2023-05-30 15:42:10,21.108245,79.121072,9.2,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-01175,MPLADS-DEMO-000588,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-172,MPLADS-DEMO-000588_progress_stage.jpg,image/jpeg,253730,893d4719fe6f57bb022f117c4ab0070c9f61f5418f8d7444965423d1eb9f465f,977323786f47d569,2024-05-13 11:24:15,26.711489,83.32577,14.9,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01176,MPLADS-DEMO-000588,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-172,MPLADS-DEMO-000588_verification_stage.jpg,image/jpeg,476689,b3b747b001a2ed4d4a259ef6fd7f1f3ba386d7260d7a888320910b588e4011dd,911d1cbac849b34a,2024-07-07 15:42:10,26.71168,83.325703,16.8,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-01177,MPLADS-DEMO-000589,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-189,MPLADS-DEMO-000589_progress_stage.jpg,image/jpeg,240982,71bd5b060cab8202199a0b4ad62cdb68fc394a642edd9e9f9f847787dc31c6bd,46f8cf256485c155,2024-05-09 11:24:15,22.748953,75.877797,14.2,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01178,MPLADS-DEMO-000589,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-189,MPLADS-DEMO-000589_verification_stage.jpg,image/jpeg,288925,d31258b0fdb76da2e10bf8cd44969eba2a44ade1488d52b66417fdce42faf20f,7e48944b982a0053,2024-06-22 15:42:10,22.748876,75.877815,11.0,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-01179,MPLADS-DEMO-000590,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-190,MPLADS-DEMO-000590_progress_stage.jpg,image/jpeg,203272,98cef06c3dbcc51d09d64033f083de0d0010dc95dcb35aad2c749b82474ceaf9,0b09929c91d5a309,2023-08-30 11:24:15,21.157734,79.047732,9.4,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
