tender_id,project_id,tender_title,tender_reference_no,procurement_method,tender_stage,publishing_date,closing_date,award_date,estimated_tender_value,awarded_contract_value,winning_contractor_id,winning_contractor_name,bidder_count,status
TENDER-DEMO-00996,MPLADS-DEMO-000498,Procurement for Construction of Multipurpose Community Hall at Village Village-194,WO/UDA/2023/0997,E-Procurement,Work Order Issued,2023-07-31,2023-08-05,2023-08-10,1580000.0,1580000.0,CONTRACTOR-DEMO-0093,Reliable Infrastructure Ltd,1,Awarded
TENDER-DEMO-00997,MPLADS-DEMO-000499,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-147,NIT/Pan/JAI/2023/0998,Open Tender,Notice Inviting Tender (NIT),2023-10-08,2023-10-28,2023-11-05,1949072.48,1860000.0,CONTRACTOR-DEMO-0186,Classic Enterprises,3,Completed
TENDER-DEMO-00998,MPLADS-DEMO-000499,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-147,WO/JAI/2023/0999,E-Procurement,Work Order Issued,2023-10-26,2023-11-01,2023-11-03,1860000.0,1860000.0,CONTRACTOR-DEMO-0186,Classic Enterprises,1,Awarded
TENDER-DEMO-00999,MPLADS-DEMO-000500,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-24,NIT/Mun/KAR/2024/1000,E-Procurement,Notice Inviting Tender (NIT),2024-01-12,2024-01-27,2024-02-03,2729115.54,2610000.0,CONTRACTOR-DEMO-0071,Kisan Infra Solutions,4,Completed
TENDER-DEMO-01000,MPLADS-DEMO-000500,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-24,WO/KAR/2024/1001,E-Procurement,Work Order Issued,2024-01-30,2024-02-04,2024-02-10,2610000.0,2610000.0,CONTRACTOR-DEMO-0071,Kisan Infra Solutions,1,Awarded
TENDER-DEMO-01001,MPLADS-DEMO-000501,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-113,NIT/Mun/BEN/2023/1002,Open Tender,Notice Inviting Tender (NIT),2023-03-27,2023-04-07,2023-04-13,1964727.02,1930000.0,CONTRACTOR-DEMO-0184,Shanti Projects Ltd,7,Completed
TENDER-DEMO-01002,MPLADS-DEMO-000501,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-113,WO/BEN/2023/1003,E-Procurement,Work Order Issued,2023-04-12,2023-04-20,2023-04-27,1930000.0,1930000.0,CONTRACTOR-DEMO-0184,Shanti Projects Ltd,1,Awarded
TENDER-DEMO-01003,MPLADS-DEMO-000502,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-178,NIT/Mun/KHO/2024/1004,E-Procurement,Notice Inviting Tender (NIT),2024-05-12,2024-05-31,2024-06-07,575954.01,550000.0,CONTRACTOR-DEMO-0098,Vanguard Civil Projects,5,Completed
TENDER-DEMO-01004,MPLADS-DEMO-000502,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-178,WO/KHO/2024/1005,E-Procurement,Work Order Issued,2024-05-29,2024-06-06,2024-06-10,550000.0,550000.0,CONTRACTOR-DEMO-0098,Vanguard Civil Projects,1,Awarded
TENDER-DEMO-01005,MPLADS-DEMO-000503,Procurement for Development of Public Recreation Shed and Boundary Wall in Village-31,NIT/Dis/JAI/2023/1006,Open Tender,Notice Inviting Tender (NIT),2023-03-27,2023-04-08,2023-04-13,1286776.6,1280000.0,CONTRACTOR-DEMO-0082,Siddhartha Construction Co,3,Completed
TENDER-DEMO-01006,MPLADS-DEMO-000503,Procurement for Development of Public Recreation Shed and Boundary Wall in Village-31,WO/JAI/2023/1007,E-Procurement,Work Order Issued,2023-04-16,2023-04-21,2023-04-26,1280000.0,1280000.0,CONTRACTOR-DEMO-0082,Siddhartha Construction Co,1,Awarded
TENDER-DEMO-01007,MPLADS-DEMO-000504,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-1,NIT/Mun/VAR/2023/1008,E-Procurement,Notice Inviting Tender (NIT),2023-11-12,2023-12-01,2023-12-06,871325.46,850000.0,CONTRACTOR-DEMO-0188,Universal Contractors,6,Completed
TENDER-DEMO-01008,MPLADS-DEMO-000504,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-1,WO/VAR/2023/1009,E-Procurement,Work Order Issued,2023-12-07,2023-12-12,2023-12-14,850000.0,850000.0,CONTRACTOR-DEMO-0188,Universal Contractors,1,Awarded
TENDER-DEMO-01009,MPLADS-DEMO-000505,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-130,NIT/Mun/PUN/2023/1010,Open Tender,Notice Inviting Tender (NIT),2023-06-22,2023-07-13,2023-07-25,1976178.84,1950000.0,CONTRACTOR-DEMO-0090,Om Civil Projects,3,Completed
TENDER-DEMO-01010,MPLADS-DEMO-000505,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-130,WO/PUN/2023/1011,E-Procurement,Work Order Issued,2023-07-07,2023-07-19,2023-07-25,1950000.0,1950000.0,CONTRACTOR-DEMO-0090,Om Civil Projects,1,Awarded
TENDER-DEMO-01011,MPLADS-DEMO-000506,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-189,NIT/Rur/AHM/2024/1012,Open Tender,Notice Inviting Tender (NIT),2024-03-07,2024-03-28,2024-04-04,1246500.8,1210000.0,CONTRACTOR-DEMO-0025,Aditya Infra Solutions,4,Completed
TENDER-DEMO-01012,MPLADS-DEMO-000506,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-189,WO/AHM/2024/1013,E-Procurement,Work Order Issued,2024-03-21,2024-03-30,2024-04-03,1210000.0,1210000.0,CONTRACTOR-DEMO-0025,Aditya Infra Solutions,1,Awarded
TENDER-DEMO-01013,MPLADS-DEMO-000507,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-194,NIT/Dis/MAD/2023/1014,E-Procurement,Notice Inviting Tender (NIT),2023-01-19,2023-02-01,2023-02-06,705740.07,720000.0,CONTRACTOR-DEMO-0008,Apex Projects Ltd,6,Completed
TENDER-DEMO-01014,MPLADS-DEMO-000507,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-194,WO/MAD/2023/1015,E-Procurement,Work Order Issued,2023-02-03,2023-02-14,2023-02-17,720000.0,720000.0,CONTRACTOR-DEMO-0008,Apex Projects Ltd,1,Awarded
TENDER-DEMO-01015,MPLADS-DEMO-000508,Procurement for Construction of Public Sanitation Facility and Bathing Block in Village-181,NIT/Pan/NIZ/2023/1016,Open Tender,Notice Inviting Tender (NIT),2023-07-30,2023-08-14,2023-08-19,746443.23,750000.0,CONTRACTOR-DEMO-0091,Reliable Construction Co,5,Completed
TENDER-DEMO-01016,MPLADS-DEMO-000508,Procurement for Construction of Public Sanitation Facility and Bathing Block in Village-181,WO/NIZ/2023/1017,E-Procurement,Work Order Issued,2023-08-18,2023-08-24,2023-08-29,750000.0,750000.0,CONTRACTOR-DEMO-0091,Reliable Construction Co,1,Awarded
TENDER-DEMO-01017,MPLADS-DEMO-000509,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-136,NIT/Rur/NAS/2023/1018,Open Tender,Notice Inviting Tender (NIT),2023-06-12,2023-06-28,2023-07-08,1686378.79,1690000.0,CONTRACTOR-DEMO-0026,Gitanjali Buildcon Pvt Ltd,6,Completed
TENDER-DEMO-01018,MPLADS-DEMO-000509,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-136,WO/NAS/2023/1019,E-Procurement,Work Order Issued,2023-06-24,2023-07-03,2023-07-05,1690000.0,1690000.0,CONTRACTOR-DEMO-0026,Gitanjali Buildcon Pvt Ltd,1,Awarded
TENDER-DEMO-01019,MPLADS-DEMO-000510,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-16,NIT/Pan/JAI/2023/1020,Open Tender,Notice Inviting Tender (NIT),2023-03-11,2023-03-29,2023-04-07,724790.66,730000.0,CONTRACTOR-DEMO-0070,Alliance Projects Ltd,3,Completed
TENDER-DEMO-01020,MPLADS-DEMO-000510,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-16,WO/JAI/2023/1021,E-Procurement,Work Order Issued,2023-04-02,2023-04-09,2023-04-12,730000.0,730000.0,CONTRACTOR-DEMO-0070,Alliance Projects Ltd,1,Awarded
TENDER-DEMO-01021,MPLADS-DEMO-000511,Procurement for Construction of Multipurpose Community Hall at Village Village-52,NIT/Mun/KAR/2023/1022,Open Tender,Notice Inviting Tender (NIT),2023-07-30,2023-08-13,2023-08-23,1559881.2,1500000.0,CONTRACTOR-DEMO-0122,Shanti Construction Co,3,Completed
TENDER-DEMO-01022,MPLADS-DEMO-000511,Procurement for Construction of Multipurpose Community Hall at Village Village-52,WO/KAR/2023/1023,E-Procurement,Work Order Issued,2023-08-16,2023-08-21,2023-08-27,1500000.0,1500000.0,CONTRACTOR-DEMO-0122,Shanti Construction Co,1,Awarded
TENDER-DEMO-01023,MPLADS-DEMO-000512,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-8,NIT/Mun/BHO/2024/1024,E-Procurement,Notice Inviting Tender (NIT),2023-12-30,2024-01-19,2024-01-30,1495764.17,1440000.0,CONTRACTOR-DEMO-0081,Vanguard Urban Works Pvt Ltd,3,Completed
TENDER-DEMO-01024,MPLADS-DEMO-000512,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-8,WO/BHO/2024/1025,E-Procurement,Work Order Issued,2024-01-07,2024-01-15,2024-01-17,1440000.0,1440000.0,CONTRACTOR-DEMO-0081,Vanguard Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01025,MPLADS-DEMO-000513,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-163,NIT/Pub/BHO/2024/1026,Open Tender,Notice Inviting Tender (NIT),2024-02-20,2024-03-09,2024-03-18,1754734.61,1760000.0,CONTRACTOR-DEMO-0119,Shiv Shakti Infrastructure Ltd,4,Completed
TENDER-DEMO-01026,MPLADS-DEMO-000513,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-163,WO/BHO/2024/1027,E-Procurement,Work Order Issued,2024-03-13,2024-03-19,2024-03-24,1760000.0,1760000.0,CONTRACTOR-DEMO-0119,Shiv Shakti Infrastructure Ltd,1,Awarded
TENDER-DEMO-01027,MPLADS-DEMO-000514,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-159,NIT/Mun/RAJ/2023/1028,Open Tender,Notice Inviting Tender (NIT),2023-06-06,2023-06-23,2023-07-01,828496.39,800000.0,CONTRACTOR-DEMO-0153,Siddhartha Infrastructure Ltd,7,Completed
TENDER-DEMO-01028,MPLADS-DEMO-000514,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-159,WO/RAJ/2023/1029,E-Procurement,Work Order Issued,2023-06-24,2023-07-03,2023-07-10,800000.0,800000.0,CONTRACTOR-DEMO-0153,Siddhartha Infrastructure Ltd,1,Awarded
TENDER-DEMO-01029,MPLADS-DEMO-000515,Procurement for Development of Public Recreation Shed and Boundary Wall in Village-190,NIT/Dis/JAI/2023/1030,E-Procurement,Notice Inviting Tender (NIT),2023-04-02,2023-04-19,2023-04-29,1043124.56,1010000.0,CONTRACTOR-DEMO-0133,Mahalaxmi Contractors,7,Completed
TENDER-DEMO-01030,MPLADS-DEMO-000515,Procurement for Development of Public Recreation Shed and Boundary Wall in Village-190,WO/JAI/2023/1031,E-Procurement,Work Order Issued,2023-04-17,2023-04-27,2023-05-03,1010000.0,1010000.0,CONTRACTOR-DEMO-0133,Mahalaxmi Contractors,1,Awarded
TENDER-DEMO-01031,MPLADS-DEMO-000516,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-163,NIT/Min/CUT/2023/1032,E-Procurement,Notice Inviting Tender (NIT),2023-07-13,2023-07-24,2023-07-31,1603816.76,1570000.0,CONTRACTOR-DEMO-0008,Apex Projects Ltd,7,Completed
TENDER-DEMO-01032,MPLADS-DEMO-000516,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-163,WO/CUT/2023/1033,E-Procurement,Work Order Issued,2023-07-24,2023-08-02,2023-08-05,1570000.0,1570000.0,CONTRACTOR-DEMO-0008,Apex Projects Ltd,1,Awarded
TENDER-DEMO-01033,MPLADS-DEMO-000517,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-156,NIT/Pub/PUN/2024/1034,E-Procurement,Notice Inviting Tender (NIT),2024-01-28,2024-02-07,2024-02-15,2344669.8,2240000.0,CONTRACTOR-DEMO-0141,Alliance Engineering Works,4,Completed
TENDER-DEMO-01034,MPLADS-DEMO-000517,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-156,WO/PUN/2024/1035,E-Procurement,Work Order Issued,2024-02-17,2024-02-24,2024-02-26,2240000.0,2240000.0,CONTRACTOR-DEMO-0141,Alliance Engineering Works,1,Awarded
TENDER-DEMO-01035,MPLADS-DEMO-000518,Procurement for Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-114,NIT/Pub/CUT/2023/1036,Open Tender,Notice Inviting Tender (NIT),2023-04-10,2023-04-27,2023-05-07,1386569.65,1380000.0,CONTRACTOR-DEMO-0117,Riddhi Engineers & Builders,4,Completed
TENDER-DEMO-01036,MPLADS-DEMO-000518,Procurement for Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-114,WO/CUT/2023/1037,E-Procurement,Work Order Issued,2023-04-20,2023-04-29,2023-05-04,1380000.0,1380000.0,CONTRACTOR-DEMO-0117,Riddhi Engineers & Builders,1,Awarded
TENDER-DEMO-01037,MPLADS-DEMO-000519,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-195,NIT/Dis/LUC/2024/1038,Open Tender,Notice Inviting Tender (NIT),2023-12-05,2023-12-15,2023-12-22,2656008.17,2710000.0,CONTRACTOR-DEMO-0130,Vikas Urban Works Pvt Ltd,6,Completed
TENDER-DEMO-01038,MPLADS-DEMO-000519,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-195,WO/LUC/2024/1039,E-Procurement,Work Order Issued,2023-12-28,2024-01-03,2024-01-07,2710000.0,2710000.0,CONTRACTOR-DEMO-0130,Vikas Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01039,MPLADS-DEMO-000520,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-181,NIT/Min/AHM/2023/1040,Open Tender,Notice Inviting Tender (NIT),2023-03-23,2023-04-05,2023-04-10,1687530.97,1700000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,6,Completed
TENDER-DEMO-01040,MPLADS-DEMO-000520,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-181,WO/AHM/2023/1041,E-Procurement,Work Order Issued,2023-04-06,2023-04-12,2023-04-19,1700000.0,1700000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,1,Awarded
TENDER-DEMO-01041,MPLADS-DEMO-000521,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-175,NIT/Min/KOZ/2023/1042,Open Tender,Notice Inviting Tender (NIT),2023-06-04,2023-06-15,2023-06-25,1012178.81,970000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,7,Completed
TENDER-DEMO-01042,MPLADS-DEMO-000521,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-175,WO/KOZ/2023/1043,E-Procurement,Work Order Issued,2023-06-12,2023-06-24,2023-07-01,970000.0,970000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,1,Awarded
TENDER-DEMO-01043,MPLADS-DEMO-000522,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-137,NIT/Pub/RAJ/2023/1044,Open Tender,Notice Inviting Tender (NIT),2023-12-11,2023-12-31,2024-01-10,2375640.13,2330000.0,CONTRACTOR-DEMO-0074,Hindustan Urban Works Pvt Ltd,6,Completed
TENDER-DEMO-01044,MPLADS-DEMO-000522,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-137,WO/RAJ/2023/1045,E-Procurement,Work Order Issued,2023-12-20,2023-12-26,2024-01-01,2330000.0,2330000.0,CONTRACTOR-DEMO-0074,Hindustan Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01045,MPLADS-DEMO-000523,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-127,NIT/Dis/WAY/2023/1046,Open Tender,Notice Inviting Tender (NIT),2023-10-28,2023-11-10,2023-11-20,642087.75,640000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,7,Completed
TENDER-DEMO-01046,MPLADS-DEMO-000523,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-127,WO/WAY/2023/1047,E-Procurement,Work Order Issued,2023-11-15,2023-11-25,2023-12-01,640000.0,640000.0,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,1,Awarded
TENDER-DEMO-01047,MPLADS-DEMO-000524,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-189,NIT/Pan/SUR/2023/1048,Quotation / Direct Award,Notice Inviting Tender (NIT),2023-07-06,2023-07-27,2023-08-08,485944.54,490000.0,CONTRACTOR-DEMO-0011,Mahalaxmi Infrastructure Ltd,1,Completed
TENDER-DEMO-01048,MPLADS-DEMO-000524,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-189,WO/SUR/2023/1049,E-Procurement,Work Order Issued,2023-07-24,2023-08-04,2023-08-10,490000.0,490000.0,CONTRACTOR-DEMO-0011,Mahalaxmi Infrastructure Ltd,1,Awarded
TENDER-DEMO-01049,MPLADS-DEMO-000525,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-152,NIT/Pub/BHO/2023/1050,Open Tender,Notice Inviting Tender (NIT),2023-06-05,2023-06-26,2023-07-01,2240587.65,2170000.0,CONTRACTOR-DEMO-0064,Sai Civil Projects,5,Completed
TENDER-DEMO-01050,MPLADS-DEMO-000525,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-152,WO/BHO/2023/1051,E-Procurement,Work Order Issued,2023-06-09,2023-06-21,2023-06-27,2170000.0,2170000.0,CONTRACTOR-DEMO-0064,Sai Civil Projects,1,Awarded
TENDER-DEMO-01051,MPLADS-DEMO-000526,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-113,NIT/Pub/WAR/2024/1052,E-Procurement,Notice Inviting Tender (NIT),2024-04-23,2024-05-04,2024-05-15,991927.78,970000.0,CONTRACTOR-DEMO-0036,Sai Projects Ltd,4,Completed
TENDER-DEMO-01052,MPLADS-DEMO-000526,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-113,WO/WAR/2024/1053,E-Procurement,Work Order Issued,2024-05-07,2024-05-14,2024-05-20,970000.0,970000.0,CONTRACTOR-DEMO-0036,Sai Projects Ltd,1,Awarded
TENDER-DEMO-01053,MPLADS-DEMO-000527,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-15,NIT/Mun/GAN/2023/1054,Open Tender,Notice Inviting Tender (NIT),2023-02-19,2023-03-06,2023-03-15,915759.93,880000.0,CONTRACTOR-DEMO-0063,Navnirman Infrastructure Ltd,3,Completed
TENDER-DEMO-01054,MPLADS-DEMO-000527,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-15,WO/GAN/2023/1055,E-Procurement,Work Order Issued,2023-03-07,2023-03-14,2023-03-21,880000.0,880000.0,CONTRACTOR-DEMO-0063,Navnirman Infrastructure Ltd,1,Awarded
TENDER-DEMO-01055,MPLADS-DEMO-000528,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-3,NIT/Pub/NIZ/2023/1056,Open Tender,Notice Inviting Tender (NIT),2023-06-22,2023-07-04,2023-07-09,1711774.07,1740000.0,CONTRACTOR-DEMO-0031,Shiv Shakti Buildcon Pvt Ltd,7,Completed
TENDER-DEMO-01056,MPLADS-DEMO-000528,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-3,WO/NIZ/2023/1057,E-Procurement,Work Order Issued,2023-07-13,2023-07-22,2023-07-28,1740000.0,1740000.0,CONTRACTOR-DEMO-0031,Shiv Shakti Buildcon Pvt Ltd,1,Awarded
TENDER-DEMO-01057,MPLADS-DEMO-000529,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-18,NIT/Rur/RAJ/2023/1058,Open Tender,Notice Inviting Tender (NIT),2023-08-05,2023-08-25,2023-09-02,949890.16,960000.0,CONTRACTOR-DEMO-0051,Maruti Engineering Works,4,Completed
TENDER-DEMO-01058,MPLADS-DEMO-000529,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-18,WO/RAJ/2023/1059,E-Procurement,Work Order Issued,2023-08-15,2023-08-24,2023-08-26,960000.0,960000.0,CONTRACTOR-DEMO-0051,Maruti Engineering Works,1,Awarded
TENDER-DEMO-01059,MPLADS-DEMO-000530,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-16,NIT/Dis/PUN/2023/1060,Open Tender,Notice Inviting Tender (NIT),2023-06-23,2023-07-07,2023-07-19,1835956.87,1750000.0,CONTRACTOR-DEMO-0078,Maruti Civil Projects,4,Completed
TENDER-DEMO-01060,MPLADS-DEMO-000530,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-16,WO/PUN/2023/1061,E-Procurement,Work Order Issued,2023-07-10,2023-07-16,2023-07-18,1750000.0,1750000.0,CONTRACTOR-DEMO-0078,Maruti Civil Projects,1,Awarded
TENDER-DEMO-01061,MPLADS-DEMO-000531,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-169,NIT/Min/RAJ/2023/1062,Open Tender,Notice Inviting Tender (NIT),2023-02-24,2023-03-11,2023-03-19,946750.89,920000.0,CONTRACTOR-DEMO-0055,Gitanjali Projects Ltd,4,Completed
TENDER-DEMO-01062,MPLADS-DEMO-000531,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-169,WO/RAJ/2023/1063,E-Procurement,Work Order Issued,2023-03-17,2023-03-24,2023-03-26,920000.0,920000.0,CONTRACTOR-DEMO-0055,Gitanjali Projects Ltd,1,Awarded
TENDER-DEMO-01063,MPLADS-DEMO-000532,Procurement for Installation of Community RO Water Purification Plant at Village-88,NIT/Pan/GAN/2023/1064,Open Tender,Notice Inviting Tender (NIT),2023-07-17,2023-07-27,2023-08-05,1087421.22,1040000.0,CONTRACTOR-DEMO-0030,Hindustan Civil Projects,4,Completed
TENDER-DEMO-01064,MPLADS-DEMO-000532,Procurement for Installation of Community RO Water Purification Plant at Village-88,WO/GAN/2023/1065,E-Procurement,Work Order Issued,2023-07-31,2023-08-07,2023-08-10,1040000.0,1040000.0,CONTRACTOR-DEMO-0030,Hindustan Civil Projects,1,Awarded
TENDER-DEMO-01065,MPLADS-DEMO-000533,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-127,NIT/Pan/CUT/2023/1066,Open Tender,Notice Inviting Tender (NIT),2023-05-04,2023-05-21,2023-05-31,1434556.99,1380000.0,CONTRACTOR-DEMO-0193,Balaji Urban Works Pvt Ltd,4,Completed
TENDER-DEMO-01066,MPLADS-DEMO-000533,Procurement for Construction of Check Dam and Water Harvesting Percolation Tank at Village-127,WO/CUT/2023/1067,E-Procurement,Work Order Issued,2023-05-25,2023-06-02,2023-06-06,1380000.0,1380000.0,CONTRACTOR-DEMO-0193,Balaji Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01067,MPLADS-DEMO-000534,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-2,NIT/Rur/VAR/2023/1068,E-Procurement,Notice Inviting Tender (NIT),2023-09-02,2023-09-12,2023-09-19,741120.58,730000.0,CONTRACTOR-DEMO-0011,Mahalaxmi Infrastructure Ltd,6,Completed
TENDER-DEMO-01068,MPLADS-DEMO-000534,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-2,WO/VAR/2023/1069,E-Procurement,Work Order Issued,2023-09-18,2023-09-23,2023-09-28,730000.0,730000.0,CONTRACTOR-DEMO-0011,Mahalaxmi Infrastructure Ltd,1,Awarded
TENDER-DEMO-01069,MPLADS-DEMO-000535,Procurement for Interlocking Paver Block Road Installation along Main Street in Village-57,NIT/Min/VAR/2023/1070,E-Procurement,Notice Inviting Tender (NIT),2023-04-17,2023-05-03,2023-05-11,1205648.47,1230000.0,CONTRACTOR-DEMO-0009,Golden Urban Works Pvt Ltd,3,Completed
TENDER-DEMO-01070,MPLADS-DEMO-000535,Procurement for Interlocking Paver Block Road Installation along Main Street in Village-57,WO/VAR/2023/1071,E-Procurement,Work Order Issued,2023-05-02,2023-05-10,2023-05-15,1230000.0,1230000.0,CONTRACTOR-DEMO-0009,Golden Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01071,MPLADS-DEMO-000536,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-87,NIT/Rur/PUN/2023/1072,Open Tender,Notice Inviting Tender (NIT),2023-04-24,2023-05-11,2023-05-21,2025782.23,2010000.0,CONTRACTOR-DEMO-0037,Classic Urban Works Pvt Ltd,7,Completed
TENDER-DEMO-01072,MPLADS-DEMO-000536,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-87,WO/PUN/2023/1073,E-Procurement,Work Order Issued,2023-05-15,2023-05-23,2023-05-26,2010000.0,2010000.0,CONTRACTOR-DEMO-0037,Classic Urban Works Pvt Ltd,1,Awarded
TENDER-DEMO-01073,MPLADS-DEMO-000537,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-178,NIT/Rur/VAR/2023/1074,Open Tender,Notice Inviting Tender (NIT),2023-12-05,2023-12-25,2023-12-30,923060.96,900000.0,CONTRACTOR-DEMO-0087,Swastik Infrastructure Ltd,7,Completed
TENDER-DEMO-01074,MPLADS-DEMO-000537,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-178,WO/VAR/2023/1075,E-Procurement,Work Order Issued,2023-12-11,2023-12-22,2023-12-29,900000.0,900000.0,CONTRACTOR-DEMO-0087,Swastik Infrastructure Ltd,1,Awarded
TENDER-DEMO-01075,MPLADS-DEMO-000538,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-33,NIT/Pan/AHM/2023/1076,Open Tender,Notice Inviting Tender (NIT),2023-09-13,2023-09-30,2023-10-09,1630478.82,1620000.0,CONTRACTOR-DEMO-0099,Maruti Infrastructure Ltd,7,Completed
TENDER-DEMO-01076,MPLADS-DEMO-000538,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-33,WO/AHM/2023/1077,E-Procurement,Work Order Issued,2023-09-23,2023-09-30,2023-10-06,1620000.0,1620000.0,CONTRACTOR-DEMO-0099,Maruti Infrastructure Ltd,1,Awarded
TENDER-DEMO-01077,MPLADS-DEMO-000539,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-83,NIT/Pan/MYS/2023/1078,E-Procurement,Notice Inviting Tender (NIT),2023-06-19,2023-06-30,2023-07-05,1307978.6,1310000.0,CONTRACTOR-DEMO-0055,Gitanjali Projects Ltd,7,Completed
TENDER-DEMO-01078,MPLADS-DEMO-000539,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-83,WO/MYS/2023/1079,E-Procurement,Work Order Issued,2023-07-04,2023-07-10,2023-07-16,1310000.0,1310000.0,CONTRACTOR-DEMO-0055,Gitanjali Projects Ltd,1,Awarded
