project_id,dataset_version,data_source_type,source_basis,state,district,constituency,mp_name,sector,title,description,block,village,latitude,longitude,has_valid_coords,sanctioned_amount,estimated_cost,expenditure,unspent_balance,recommendation_date,sanction_date,start_date,completion_date,status,contractor_id,contractor_name,implementing_agency
MPLADS-DEMO-000481,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Irrigation & Water Conservation,Desilting and Deepening of Traditional Village Water Reservoir in Village-38,Desilting and Deepening of Traditional Village Water Reservoir in Village-38. Execution by authorized implementing agency following standard technical specifications.,Block-9,Village-38,26.909019,75.725136,True,1010000.0,1042515.16,929118.87,80881.13,2023-08-30,2023-10-14,2023-11-28,,In Progress,CONTRACTOR-DEMO-0119,Shiv Shakti Infrastructure Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000482,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Lucknow,Lucknow,Representative Lucknow (Simulated),Drinking Water & Sanitation,Drilling of Deep Borewell and Solar-Powered Overhead Water Tank at Village-146,Drilling of Deep Borewell and Solar-Powered Overhead Water Tank at Village-146. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-146,26.889529,80.932125,True,710000.0,682047.26,635445.93,74554.07,2024-01-15,2024-02-25,2024-04-06,2024-11-08,Completed,CONTRACTOR-DEMO-0078,Maruti Civil Projects,Public Works Department (PWD)
MPLADS-DEMO-000483,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Education & Schools,Setup of Science Laboratory and Learning Resource Center in Village-132,Setup of Science Laboratory and Learning Resource Center in Village-132. Execution by authorized implementing agency following standard technical specifications.,Block-3,Village-132,13.076335,77.582294,True,1760000.0,1817034.3,1671218.32,88781.68,2023-05-13,2023-05-30,2023-07-17,,In Progress,CONTRACTOR-DEMO-0151,Modern Projects Ltd,District Rural Development Agency (DRDA)
MPLADS-DEMO-000484,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Dharwad,Dharwad,Representative Dharwad (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-166,Construction of Open Air Gymnasium and Seating Area at Village-166. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-166,15.448128,75.004334,True,1230000.0,1242073.35,1105304.27,124695.73,2023-09-01,2023-10-12,2023-10-28,,In Progress,CONTRACTOR-DEMO-0189,Balaji Engineers & Builders,Rural Engineering Service (RES)
MPLADS-DEMO-000485,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Rural Connectivity & Roads,Construction of Culvert and Cross-Drainage Structure on Link Road Village-60,Construction of Culvert and Cross-Drainage Structure on Link Road Village-60. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-60,13.065493,77.579196,True,2060000.0,2129502.03,1949366.41,110633.59,2024-01-16,2024-02-28,2024-03-22,2024-09-12,Completed,CONTRACTOR-DEMO-0110,Surya Shakti Rural Developers,Minor Irrigation Division
MPLADS-DEMO-000486,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Tamil Nadu,Salem,Salem,Representative Salem (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-121,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-121. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-121,11.703268,78.190789,True,1790000.0,1748072.27,1626860.18,163139.82,2023-02-28,2023-04-13,2023-05-06,,In Progress,CONTRACTOR-DEMO-0044,United Engineering Works,Municipal Corporation Public Works
MPLADS-DEMO-000487,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-127,Renovation and Expansion of Village Panchayat Bhavan in Village-127. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-127,13.038975,77.530026,True,1520000.0,1580710.16,1265431.85,254568.15,2023-05-28,2023-07-03,2023-07-28,,In Progress,CONTRACTOR-DEMO-0132,Riddhi Infrastructure Ltd,Public Works Department (PWD)
MPLADS-DEMO-000488,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Nizamabad,Nizamabad,Representative Nizamabad (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-111,Construction of Open Air Gymnasium and Seating Area at Village-111. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-111,18.622316,78.05857,True,1310000.0,1281085.22,1060181.81,249818.19,2023-07-08,2023-08-13,2023-08-30,2024-04-03,Completed,CONTRACTOR-DEMO-0072,Sai Rural Developers,Rural Engineering Service (RES)
MPLADS-DEMO-000489,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Khordha,Bhubaneswar,Representative Khordha (Simulated),Healthcare Infrastructure,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-155,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-155. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-155,20.202933,85.648033,True,2380000.0,2464969.38,2222365.42,157634.58,2024-05-21,2024-06-11,2024-07-02,,In Progress,CONTRACTOR-DEMO-0160,Krishna Engineering Works,Public Works Department (PWD)
MPLADS-DEMO-000490,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Karimnagar,Karimnagar,Representative Karimnagar (Simulated),Renewable Energy,Installation of Solar LED High-Mast Lighting System at Market Yard Village-130,Installation of Solar LED High-Mast Lighting System at Market Yard Village-130. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-130,18.387303,79.14569,True,580000.0,599069.74,455948.14,124051.86,2023-06-13,2023-07-25,2023-09-10,2023-12-19,Completed,CONTRACTOR-DEMO-0043,Panchsheel Engineers & Builders,Minor Irrigation Division
MPLADS-DEMO-000491,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Rural Connectivity & Roads,Interlocking Paver Block Road Installation along Main Street in Village-32,Interlocking Paver Block Road Installation along Main Street in Village-32. Execution by authorized implementing agency following standard technical specifications.,Block-3,Village-32,24.630717,73.704584,True,1330000.0,1358644.93,999515.14,330484.86,2024-03-17,2024-04-30,2024-06-05,2024-10-01,Completed,CONTRACTOR-DEMO-0025,Aditya Infra Solutions,District Rural Development Agency (DRDA)
MPLADS-DEMO-000492,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-93,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-93. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-93,24.602227,73.679409,True,1960000.0,1999749.92,1660112.37,299887.63,2023-05-11,2023-06-02,2023-07-14,2024-01-09,Completed,CONTRACTOR-DEMO-0121,Apex Engineering Works,Municipal Corporation Public Works
MPLADS-DEMO-000493,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Nizamabad,Nizamabad,Representative Nizamabad (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-8,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-8. Execution by authorized implementing agency following standard technical specifications.,Block-9,Village-8,18.665035,78.12922,True,1910000.0,1956794.52,1847042.3,62957.7,2023-02-27,2023-04-03,2023-05-08,2023-09-02,Completed,CONTRACTOR-DEMO-0115,Reliable Urban Works Pvt Ltd,Public Works Department (PWD)
MPLADS-DEMO-000494,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Indore,Indore,Representative Indore (Simulated),Irrigation & Water Conservation,Construction of Check Dam and Water Harvesting Percolation Tank at Village-170,Construction of Check Dam and Water Harvesting Percolation Tank at Village-170. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-170,22.774527,75.812324,True,1830000.0,1765263.36,1638343.62,191656.38,2024-01-15,2024-02-16,2024-03-28,2024-10-30,Completed,CONTRACTOR-DEMO-0081,Vanguard Urban Works Pvt Ltd,Minor Irrigation Division
MPLADS-DEMO-000495,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Kerala,Kozhikode,Kozhikode,Representative Kozhikode (Simulated),Rural Connectivity & Roads,Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-3,Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-3. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-3,11.30131,75.832427,True,2950000.0,2997269.64,2515239.27,434760.73,2023-04-30,2023-06-11,2023-07-18,2024-01-12,Completed,CONTRACTOR-DEMO-0054,Krishna Construction Co,District Rural Development Agency (DRDA)
MPLADS-DEMO-000496,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Surat,Surat,Representative Surat (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-100,Construction of Open Air Gymnasium and Seating Area at Village-100. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-100,21.199463,72.862307,True,760000.0,761244.56,664530.13,95469.87,2023-05-04,2023-05-23,2023-07-09,2024-02-02,Completed,CONTRACTOR-DEMO-0091,Reliable Construction Co,Minor Irrigation Division
MPLADS-DEMO-000497,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Nashik,Nashik,Representative Nashik (Simulated),Community Infrastructure,Construction of Multipurpose Community Hall at Village Village-139,Construction of Multipurpose Community Hall at Village Village-139. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-139,20.009525,73.756174,True,2190000.0,2155650.65,1855437.1,334562.9,2023-09-30,2023-10-21,2023-11-08,2024-03-28,Completed,CONTRACTOR-DEMO-0164,Kisan Civil Projects,Municipal Corporation Public Works
MPLADS-DEMO-000498,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Community Infrastructure,Construction of Multipurpose Community Hall at Village Village-194,Construction of Multipurpose Community Hall at Village Village-194. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-194,24.605025,73.663717,True,1580000.0,1589155.82,1186894.55,393105.45,2023-07-07,2023-08-05,2023-09-23,2024-02-04,Completed,CONTRACTOR-DEMO-0093,Reliable Infrastructure Ltd,District Rural Development Agency (DRDA)
MPLADS-DEMO-000499,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Healthcare Infrastructure,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-147,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-147. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-147,26.934816,75.815166,True,1860000.0,1895341.83,1440016.08,419983.92,2023-10-06,2023-11-01,2023-12-09,2024-03-30,Completed,CONTRACTOR-DEMO-0186,Classic Enterprises,Panchayati Raj Engineering Division
MPLADS-DEMO-000500,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Karimnagar,Karimnagar,Representative Karimnagar (Simulated),Education & Schools,Construction of Additional Classrooms at Govt Senior Secondary School Village-24,Construction of Additional Classrooms at Govt Senior Secondary School Village-24. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-24,18.381685,79.179306,True,2610000.0,2550446.98,2004367.04,605632.96,2023-12-27,2024-02-04,2024-03-25,2024-09-17,Completed,CONTRACTOR-DEMO-0071,Kisan Infra Solutions,Municipal Corporation Public Works
MPLADS-DEMO-000501,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-113,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-113. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-113,13.089072,77.626017,True,1930000.0,2003073.27,1813190.07,116809.93,2023-03-29,2023-04-20,2023-06-05,2023-09-21,Completed,CONTRACTOR-DEMO-0184,Shanti Projects Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000502,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Khordha,Bhubaneswar,Representative Khordha (Simulated),Renewable Energy,Installation of Solar LED High-Mast Lighting System at Market Yard Village-178,Installation of Solar LED High-Mast Lighting System at Market Yard Village-178. Execution by authorized implementing agency following standard technical specifications.,Block-9,Village-178,20.143544,85.617736,True,550000.0,569539.06,459220.51,90779.49,2024-05-16,2024-06-06,2024-07-17,,In Progress,CONTRACTOR-DEMO-0098,Vanguard Civil Projects,Municipal Corporation Public Works
MPLADS-DEMO-000503,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Community Infrastructure,Development of Public Recreation Shed and Boundary Wall in Village-31,Development of Public Recreation Shed and Boundary Wall in Village-31. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-31,26.895691,75.851133,True,1280000.0,1258903.68,968236.66,311763.34,2023-03-29,2023-04-21,2023-06-01,,In Progress,CONTRACTOR-DEMO-0082,Siddhartha Construction Co,District Rural Development Agency (DRDA)
MPLADS-DEMO-000504,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Varanasi,Representative Varanasi (Simulated),Drinking Water & Sanitation,Laying of Underground Drinking Water Pipeline Distribution in Village-1,Laying of Underground Drinking Water Pipeline Distribution in Village-1. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-1,25.268503,82.954224,True,850000.0,844395.11,749533.05,100466.95,2023-10-31,2023-12-12,2024-01-17,2024-07-31,Completed,CONTRACTOR-DEMO-0188,Universal Contractors,Municipal Corporation Public Works
MPLADS-DEMO-000505,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Pune,Pune,Representative Pune (Simulated),Irrigation & Water Conservation,Construction of Check Dam and Water Harvesting Percolation Tank at Village-130,Construction of Check Dam and Water Harvesting Percolation Tank at Village-130. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-130,18.53814,73.890718,True,1950000.0,1942055.66,1851055.98,98944.02,2023-06-30,2023-07-19,2023-08-29,2024-02-21,Completed,CONTRACTOR-DEMO-0090,Om Civil Projects,Municipal Corporation Public Works
MPLADS-DEMO-000506,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Ahmedabad,Ahmedabad West,Representative Ahmedabad (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-189,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-189. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-189,22.993559,72.517909,True,1210000.0,1230057.8,1066686.15,143313.85,2024-02-26,2024-03-30,2024-05-19,2024-12-23,Completed,CONTRACTOR-DEMO-0025,Aditya Infra Solutions,Rural Engineering Service (RES)
MPLADS-DEMO-000507,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Tamil Nadu,Madurai,Madurai,Representative Madurai (Simulated),Renewable Energy,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-194,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-194. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-194,9.867074,78.128932,True,720000.0,734432.17,623236.99,96763.01,2023-01-24,2023-02-14,2023-04-04,,In Progress,CONTRACTOR-DEMO-0008,Apex Projects Ltd,District Rural Development Agency (DRDA)
MPLADS-DEMO-000508,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Nizamabad,Nizamabad,Representative Nizamabad (Simulated),Drinking Water & Sanitation,Construction of Public Sanitation Facility and Bathing Block in Village-181,Construction of Public Sanitation Facility and Bathing Block in Village-181. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-181,18.716559,78.104442,True,750000.0,768415.26,667182.46,82817.54,2023-08-08,2023-08-24,2023-10-09,2023-12-28,Completed,CONTRACTOR-DEMO-0091,Reliable Construction Co,Panchayati Raj Engineering Division
MPLADS-DEMO-000509,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Nashik,Nashik,Representative Nashik (Simulated),Education & Schools,Construction of Additional Classrooms at Govt Senior Secondary School Village-136,Construction of Additional Classrooms at Govt Senior Secondary School Village-136. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-136,19.97376,73.758233,True,1690000.0,1754867.08,1478089.6,211910.4,2023-06-10,2023-07-03,2023-07-29,,In Progress,CONTRACTOR-DEMO-0026,Gitanjali Buildcon Pvt Ltd,Rural Engineering Service (RES)
MPLADS-DEMO-000510,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Education & Schools,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-16,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-16. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-16,26.927282,75.764588,True,730000.0,742456.76,597538.29,132461.71,2023-03-06,2023-04-09,2023-05-03,2023-10-07,Completed,CONTRACTOR-DEMO-0070,Alliance Projects Ltd,Panchayati Raj Engineering Division
MPLADS-DEMO-000511,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Karimnagar,Karimnagar,Representative Karimnagar (Simulated),Community Infrastructure,Construction of Multipurpose Community Hall at Village Village-52,Construction of Multipurpose Community Hall at Village Village-52. Execution by authorized implementing agency following standard technical specifications.,Block-3,Village-52,18.404751,79.141411,True,1500000.0,1499157.53,1384574.54,115425.46,2023-07-31,2023-08-21,2023-09-22,,In Progress,CONTRACTOR-DEMO-0122,Shanti Construction Co,Municipal Corporation Public Works
MPLADS-DEMO-000512,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Bhopal,Bhopal,Representative Bhopal (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-8,Renovation and Expansion of Village Panchayat Bhavan in Village-8. Execution by authorized implementing agency following standard technical specifications.,Block-9,Village-8,23.247874,77.377986,True,1440000.0,1413407.2,1399102.82,40897.18,2023-12-26,2024-01-15,2024-02-14,2024-05-31,Completed,CONTRACTOR-DEMO-0081,Vanguard Urban Works Pvt Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000513,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Bhopal,Bhopal,Representative Bhopal (Simulated),Education & Schools,Construction of Additional Classrooms at Govt Senior Secondary School Village-163,Construction of Additional Classrooms at Govt Senior Secondary School Village-163. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-163,23.259956,77.449375,True,1760000.0,1742161.38,1718852.97,41147.03,2024-02-19,2024-03-19,2024-05-07,2024-12-10,Completed,CONTRACTOR-DEMO-0119,Shiv Shakti Infrastructure Ltd,Public Works Department (PWD)
MPLADS-DEMO-000514,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Rajkot,Representative Rajkot (Simulated),Irrigation & Water Conservation,Desilting and Deepening of Traditional Village Water Reservoir in Village-159,Desilting and Deepening of Traditional Village Water Reservoir in Village-159. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-159,22.276502,70.863571,True,800000.0,771851.2,769613.17,30386.83,2023-06-03,2023-07-03,2023-08-11,2023-12-18,Completed,CONTRACTOR-DEMO-0153,Siddhartha Infrastructure Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000515,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Community Infrastructure,Development of Public Recreation Shed and Boundary Wall in Village-190,Development of Public Recreation Shed and Boundary Wall in Village-190. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-190,26.916832,75.731392,True,1010000.0,1001540.64,786067.55,223932.45,2023-03-27,2023-04-27,2023-06-08,,In Progress,CONTRACTOR-DEMO-0133,Mahalaxmi Contractors,District Rural Development Agency (DRDA)
MPLADS-DEMO-000516,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Cuttack,Cuttack,Representative Cuttack (Simulated),Healthcare Infrastructure,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-163,Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-163. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-163,20.431477,85.91585,True,1570000.0,1541490.45,1416648.23,153351.77,2023-06-28,2023-08-02,2023-08-30,2024-02-05,Completed,CONTRACTOR-DEMO-0008,Apex Projects Ltd,Minor Irrigation Division
MPLADS-DEMO-000517,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Pune,Pune,Representative Pune (Simulated),Healthcare Infrastructure,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-156,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-156. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-156,18.517349,73.908888,True,2240000.0,2224438.82,2141242.16,98757.84,2024-01-10,2024-02-24,2024-04-04,2024-07-07,Completed,CONTRACTOR-DEMO-0141,Alliance Engineering Works,Public Works Department (PWD)
MPLADS-DEMO-000518,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Cuttack,Cuttack,Representative Cuttack (Simulated),Irrigation & Water Conservation,Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-114,Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-114. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-114,20.484892,85.863889,True,1380000.0,1416152.34,1148618.33,231381.67,2023-04-15,2023-04-29,2023-05-21,2023-09-22,Completed,CONTRACTOR-DEMO-0117,Riddhi Engineers & Builders,Public Works Department (PWD)
MPLADS-DEMO-000519,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Lucknow,Lucknow,Representative Lucknow (Simulated),Healthcare Infrastructure,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-195,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-195. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-195,26.818247,81.000982,True,2710000.0,2643119.73,2541287.84,168712.16,2023-12-01,2024-01-03,2024-02-01,,In Progress,CONTRACTOR-DEMO-0130,Vikas Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPLADS-DEMO-000520,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Ahmedabad,Ahmedabad West,Representative Ahmedabad (Simulated),Rural Connectivity & Roads,Construction of Culvert and Cross-Drainage Structure on Link Road Village-181,Construction of Culvert and Cross-Drainage Structure on Link Road Village-181. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-181,23.049406,72.533581,True,1700000.0,1765859.84,1524628.52,175371.48,2023-03-12,2023-04-12,2023-05-29,2023-12-31,Completed,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,Minor Irrigation Division
MPLADS-DEMO-000521,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Kerala,Kozhikode,Kozhikode,Representative Kozhikode (Simulated),Renewable Energy,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-175,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-175. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-175,11.272186,75.738219,True,970000.0,941151.92,742012.5,227987.5,2023-05-27,2023-06-24,2023-08-11,2024-01-03,Completed,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,Minor Irrigation Division
MPLADS-DEMO-000522,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Rajkot,Representative Rajkot (Simulated),Healthcare Infrastructure,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-137,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-137. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-137,22.318779,70.825688,True,2330000.0,2321411.83,2250115.45,79884.55,2023-12-09,2023-12-26,2024-01-30,2024-07-27,Completed,CONTRACTOR-DEMO-0074,Hindustan Urban Works Pvt Ltd,Public Works Department (PWD)
MPLADS-DEMO-000523,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Kerala,Wayanad,Wayanad,Representative Wayanad (Simulated),Renewable Energy,Supply and Erection of 30 Standalone Solar Street Lights in Village-127,Supply and Erection of 30 Standalone Solar Street Lights in Village-127. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-127,11.667391,76.165673,True,640000.0,616804.59,615187.23,24812.77,2023-10-14,2023-11-25,2023-12-30,,In Progress,CONTRACTOR-DEMO-0053,Bharat Engineers & Builders,District Rural Development Agency (DRDA)
MPLADS-DEMO-000524,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Surat,Surat,Representative Surat (Simulated),Renewable Energy,Installation of Solar LED High-Mast Lighting System at Market Yard Village-189,Installation of Solar LED High-Mast Lighting System at Market Yard Village-189. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-189,21.134532,72.855741,True,490000.0,506346.21,389688.02,100311.98,2023-07-02,2023-08-04,2023-08-23,2023-11-30,Completed,CONTRACTOR-DEMO-0011,Mahalaxmi Infrastructure Ltd,Panchayati Raj Engineering Division
